"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","703.133","3.473"
"2","703.133","1.378"
"3","703.133","2.327"
"4","703.129","2.366"
"5","703.129","3.487"
"6","703.129","4.133"
"7","703.129","2.331"
"8","703.129","4.924"
"9","703.129","1.748"
"10","703.129","3.738"
"11","703.129","2.333"
"12","703.129","1.163"
"13","703.129","2.759"
"14","703.141","1.554"
"15","703.141","3.883"
"16","703.141","2.168"
"17","703.141","1.552"
"18","703.141","3.554"
"19","703.141","1.164"
"20","703.141","2.135"
"21","703.141","2.564"
"22","703.141","0.776"
"23","703.141","2.366"
"24","703.141","0.969"
"25","703.141","1.971"
"26","703.141","1.359"
"27","703.141","0.969"
"28","703.141","2.761"
"29","703.141","0.775"
"30","703.141","1.977"
